9.438937939571126479e-02,1.000000000000000000e+00
4.453702907128406080e-02,1.000000000000000000e+00
1.536965947716972813e-01,1.000000000000000000e+00
9.597111957122140824e-01,1.000000000000000000e+00
5.658742809277765851e-01,1.000000000000000000e+00
8.682965242390726646e-01,1.000000000000000000e+00
3.236498346090699862e-01,1.000000000000000000e+00
6.018420987989014925e-01,1.000000000000000000e+00
3.147599081146407185e-01,1.000000000000000000e+00
6.698737019530062176e-01,1.000000000000000000e+00
7.578677832623427202e-01,1.000000000000000000e+00
1.696186380296872132e-01,1.000000000000000000e+00
1.084621292024892242e-01,1.000000000000000000e+00
1.392938371195723279e-02,1.000000000000000000e+00
2.611935579321914003e-01,1.000000000000000000e+00
9.050091073079301607e-01,1.000000000000000000e+00
4.126880191710264323e-01,1.000000000000000000e+00
6.486172552665928626e-01,1.000000000000000000e+00
2.068635603230173925e-01,1.000000000000000000e+00
5.272357731124462932e-01,1.000000000000000000e+00
9.296606852852541403e-01,1.000000000000000000e+00
8.463457096364064292e-01,1.000000000000000000e+00
9.703897023851961734e-01,1.000000000000000000e+00
7.285270261392561286e-01,1.000000000000000000e+00
6.286740234535905802e-01,1.000000000000000000e+00
5.926195224770897108e-01,1.000000000000000000e+00
2.879608851066086661e-01,1.000000000000000000e+00
4.722204702135516796e-01,1.000000000000000000e+00
1.878423503638829983e-01,1.000000000000000000e+00
1.396152839676923219e-01,1.000000000000000000e+00
4.944488676514044445e-01,1.000000000000000000e+00
3.906365517419373434e-01,1.000000000000000000e+00
7.062452244594493722e-01,1.000000000000000000e+00
7.788832003640776547e-01,1.000000000000000000e+00
7.900367335176867734e-01,1.000000000000000000e+00
6.885166058059166705e-01,1.000000000000000000e+00
5.064591782770635486e-01,1.000000000000000000e+00
4.369886358815557870e-01,1.000000000000000000e+00
2.345809941476808269e-01,1.000000000000000000e+00
8.124790590358422770e-01,1.000000000000000000e+00
7.102629538165781964e-02,1.000000000000000000e+00
4.544891064972127470e-01,1.000000000000000000e+00
5.445652646175791478e-01,1.000000000000000000e+00
8.223123679015860166e-01,1.000000000000000000e+00
8.973261831576673231e-01,1.000000000000000000e+00
2.572278669900758888e-02,1.000000000000000000e+00
3.435090351229498906e-01,1.000000000000000000e+00
3.706310274768367385e-01,1.000000000000000000e+00
2.487714448935924860e-01,1.000000000000000000e+00
9.922578905152593665e-01,1.000000000000000000e+00
9.438937939571126479e-02,0.000000000000000000e+00
4.453702907128406080e-02,0.000000000000000000e+00
1.536965947716972813e-01,0.000000000000000000e+00
9.597111957122140824e-01,0.000000000000000000e+00
5.658742809277765851e-01,0.000000000000000000e+00
8.682965242390726646e-01,0.000000000000000000e+00
3.236498346090699862e-01,0.000000000000000000e+00
6.018420987989014925e-01,0.000000000000000000e+00
3.147599081146407185e-01,0.000000000000000000e+00
6.698737019530062176e-01,0.000000000000000000e+00
7.578677832623427202e-01,0.000000000000000000e+00
1.696186380296872132e-01,0.000000000000000000e+00
1.084621292024892242e-01,0.000000000000000000e+00
1.392938371195723279e-02,0.000000000000000000e+00
2.611935579321914003e-01,0.000000000000000000e+00
9.050091073079301607e-01,0.000000000000000000e+00
4.126880191710264323e-01,0.000000000000000000e+00
6.486172552665928626e-01,0.000000000000000000e+00
2.068635603230173925e-01,0.000000000000000000e+00
